Name,Current_Season,Next_Season,Current_Team,Next_Team,Current_Age,Target_Age,Current_PA,Target_PA,Current_wRC+,Target_wRC+,Current_wOBA,Target_wOBA,Current_BB%,Target_BB%,Current_K%,Target_K%,Current_ISO,Target_ISO,Current_AVG,Target_AVG,Current_BABIP,Target_BABIP,Current_Barrel%,Target_Barrel%,Current_HardHit%,Target_HardHit%,Current_Park_Factor,Next_Park_Factor
Rodolfo Castro,2022,2023,PIT,MULTI,23,24,278,256,100,69,0.315,0.277,0.079,0.09,0.266,0.289,0.194,0.11,0.233,0.211,0.284,0.284,0.067,0.078,0.35,0.351,101,100
Romy Gonzalez,2024,2025,BOS,BOS,27,28,216,341,98,123,0.311,0.352,0.0559999999999999,0.053,0.2689999999999999,0.238,0.151,0.178,0.266,0.305,0.338,0.378,0.083,0.126,0.51,0.573,107,107
Ronald Acuna Jr.,2020,2021,ATL,ATL,22,23,202,360,158,157,0.413,0.412,0.188,0.136,0.297,0.236,0.331,0.313,0.25,0.283,0.302,0.311,0.16,0.203,0.57,0.5479999999999999,100,100
Ronald Acuna Jr.,2021,2022,ATL,ATL,23,24,360,533,157,115,0.412,0.335,0.136,0.099,0.236,0.236,0.313,0.148,0.283,0.266,0.311,0.331,0.203,0.128,0.5479999999999999,0.497,100,100
Ronald Acuna Jr.,2022,2023,ATL,ATL,24,25,533,735,115,171,0.335,0.428,0.099,0.109,0.236,0.114,0.148,0.258,0.266,0.337,0.331,0.338,0.128,0.153,0.497,0.552,100,100
Ronald Acuna Jr.,2023,2024,ATL,ATL,25,26,735,222,171,106,0.428,0.322,0.109,0.122,0.114,0.239,0.258,0.115,0.337,0.25,0.338,0.326,0.153,0.094,0.552,0.482,100,100
Ronald Acuna Jr.,2024,2025,ATL,ATL,26,27,222,412,106,161,0.322,0.403,0.122,0.172,0.239,0.248,0.115,0.228,0.25,0.29,0.326,0.358,0.094,0.157,0.482,0.525,100,100
Rougned Odor,2020,2021,TEX,NYY,26,27,148,361,60,84,0.259,0.289,0.047,0.075,0.318,0.2769999999999999,0.246,0.177,0.167,0.202,0.157,0.242,0.118,0.09,0.3229999999999999,0.377,101,100
Rougned Odor,2021,2022,NYY,BAL,27,28,361,472,84,81,0.289,0.278,0.075,0.068,0.2769999999999999,0.231,0.177,0.15,0.202,0.207,0.242,0.244,0.09,0.065,0.377,0.3329999999999999,100,99
Rougned Odor,2022,2023,BAL,SDP,28,29,472,157,81,84,0.278,0.291,0.068,0.108,0.231,0.236,0.15,0.152,0.207,0.203,0.244,0.247,0.065,0.069,0.3329999999999999,0.376,99,96
Rowdy Tellez,2020,2021,TOR,MULTI,25,26,127,325,132,89,0.369,0.306,0.087,0.071,0.157,0.2,0.257,0.172,0.283,0.242,0.276,0.275,0.084,0.1159999999999999,0.4529999999999999,0.481,100,100
Rowdy Tellez,2021,2022,MULTI,MIL,26,27,325,599,89,110,0.306,0.327,0.071,0.104,0.2,0.2019999999999999,0.172,0.242,0.242,0.219,0.275,0.215,0.1159999999999999,0.129,0.481,0.46,100,97
Rowdy Tellez,2022,2023,MIL,MIL,27,28,599,351,110,79,0.327,0.288,0.104,0.1,0.2019999999999999,0.245,0.242,0.161,0.219,0.215,0.215,0.249,0.129,0.087,0.46,0.4039999999999999,97,97
Rowdy Tellez,2023,2024,MIL,PIT,28,29,351,421,79,90,0.288,0.301,0.1,0.074,0.245,0.211,0.161,0.149,0.215,0.243,0.249,0.28,0.087,0.08,0.4039999999999999,0.365,97,101
Rowdy Tellez,2024,2025,PIT,MULTI,29,30,421,312,90,101,0.301,0.307,0.074,0.054,0.211,0.266,0.149,0.215,0.243,0.228,0.28,0.255,0.08,0.153,0.365,0.4639999999999999,101,100
Royce Lewis,2023,2024,MIN,MIN,24,25,239,325,152,106,0.393,0.317,0.084,0.086,0.23,0.228,0.24,0.219,0.309,0.233,0.354,0.251,0.1169999999999999,0.1119999999999999,0.42,0.377,102,102
Royce Lewis,2024,2025,MIN,MIN,25,26,325,403,106,85,0.317,0.292,0.086,0.062,0.228,0.1989999999999999,0.219,0.152,0.233,0.237,0.251,0.267,0.1119999999999999,0.087,0.377,0.4029999999999999,102,102
Ryan Jeffers,2021,2022,MIN,MIN,24,25,293,236,83,86,0.289,0.287,0.075,0.0969999999999999,0.369,0.263,0.202,0.156,0.199,0.208,0.269,0.259,0.145,0.132,0.44,0.424,102,102
Ryan Jeffers,2022,2023,MIN,MIN,25,26,236,335,86,136,0.287,0.369,0.0969999999999999,0.099,0.263,0.278,0.156,0.213,0.208,0.276,0.259,0.359,0.132,0.1159999999999999,0.424,0.427,102,102
Ryan Jeffers,2023,2024,MIN,MIN,26,27,335,465,136,106,0.369,0.317,0.099,0.069,0.278,0.2019999999999999,0.213,0.206,0.276,0.226,0.359,0.238,0.1159999999999999,0.083,0.427,0.3379999999999999,102,102
Ryan Jeffers,2024,2025,MIN,MIN,27,28,465,464,106,113,0.317,0.333,0.069,0.108,0.2019999999999999,0.196,0.206,0.131,0.226,0.266,0.238,0.322,0.083,0.063,0.3379999999999999,0.421,102,102
Ryan McKenna,2021,2022,BAL,BAL,24,25,197,172,59,81,0.259,0.279,0.122,0.064,0.376,0.32,0.083,0.103,0.183,0.237,0.312,0.35,0.072,0.096,0.34,0.298,99,99
Ryan McKenna,2022,2023,BAL,BAL,25,26,172,139,81,89,0.279,0.298,0.064,0.065,0.32,0.288,0.103,0.107,0.237,0.254,0.35,0.354,0.096,0.069,0.298,0.402,99,99
Ryan McMahon,2020,2021,COL,COL,25,26,193,596,76,93,0.308,0.334,0.093,0.099,0.342,0.247,0.203,0.195,0.215,0.254,0.286,0.306,0.1119999999999999,0.073,0.43,0.435,112,112
Ryan McMahon,2021,2022,COL,COL,26,27,596,597,93,97,0.334,0.326,0.099,0.1009999999999999,0.247,0.265,0.195,0.168,0.254,0.246,0.306,0.311,0.073,0.104,0.435,0.465,112,112
Ryan McMahon,2022,2023,COL,COL,27,28,597,627,97,90,0.326,0.325,0.1009999999999999,0.108,0.265,0.316,0.168,0.191,0.246,0.24,0.311,0.326,0.104,0.114,0.465,0.442,112,112
Ryan McMahon,2023,2024,COL,COL,28,29,627,645,90,88,0.325,0.315,0.108,0.107,0.316,0.287,0.191,0.155,0.24,0.242,0.326,0.32,0.114,0.108,0.442,0.492,112,112
Ryan McMahon,2024,2025,COL,MULTI,29,30,645,586,88,86,0.315,0.306,0.107,0.119,0.287,0.3229999999999999,0.155,0.167,0.242,0.214,0.32,0.294,0.108,0.121,0.492,0.505,112,100
Ryan Mountcastle,2020,2021,BAL,BAL,23,24,140,586,139,111,0.377,0.335,0.079,0.07,0.214,0.275,0.159,0.232,0.333,0.255,0.398,0.297,0.071,0.118,0.418,0.397,99,99
Ryan Mountcastle,2021,2022,BAL,BAL,24,25,586,609,111,107,0.335,0.316,0.07,0.071,0.275,0.253,0.232,0.173,0.255,0.25,0.297,0.303,0.118,0.15,0.397,0.4629999999999999,99,99
Ryan Mountcastle,2022,2023,BAL,BAL,25,26,609,470,107,113,0.316,0.333,0.071,0.079,0.253,0.228,0.173,0.182,0.25,0.27,0.303,0.315,0.15,0.121,0.4629999999999999,0.449,99,99
Ryan Mountcastle,2023,2024,BAL,BAL,26,27,470,507,113,107,0.333,0.316,0.079,0.053,0.228,0.225,0.182,0.154,0.27,0.271,0.315,0.327,0.121,0.088,0.449,0.452,99,99
Ryan Mountcastle,2024,2025,BAL,BAL,27,28,507,357,107,81,0.316,0.284,0.053,0.042,0.225,0.275,0.154,0.117,0.271,0.25,0.327,0.326,0.088,0.1169999999999999,0.452,0.471,99,99
Ryan Noda,2023,2024,OAK,OAK,27,28,495,111,122,44,0.342,0.223,0.156,0.126,0.3429999999999999,0.3329999999999999,0.177,0.074,0.229,0.137,0.347,0.211,0.13,0.051,0.45,0.3389999999999999,97,97
Ryan O'Hearn,2020,2021,KCR,KCR,26,27,132,254,64,68,0.269,0.274,0.136,0.051,0.28,0.28,0.106,0.144,0.195,0.225,0.267,0.277,0.065,0.083,0.442,0.452,104,104
Ryan O'Hearn,2021,2022,KCR,KCR,27,28,254,145,68,70,0.274,0.272,0.051,0.055,0.28,0.241,0.144,0.082,0.225,0.239,0.277,0.313,0.083,0.07,0.452,0.48,104,104
Ryan O'Hearn,2022,2023,KCR,BAL,28,29,145,368,70,118,0.272,0.339,0.055,0.0409999999999999,0.241,0.223,0.082,0.191,0.239,0.289,0.313,0.34,0.07,0.1009999999999999,0.48,0.515,104,99
Ryan O'Hearn,2023,2024,BAL,BAL,29,30,368,494,118,118,0.339,0.33,0.0409999999999999,0.093,0.223,0.14,0.191,0.163,0.289,0.264,0.34,0.282,0.1009999999999999,0.069,0.515,0.401,99,99
Ryan O'Hearn,2024,2025,BAL,MULTI,30,31,494,544,118,127,0.33,0.349,0.093,0.107,0.14,0.2,0.163,0.156,0.264,0.281,0.282,0.33,0.069,0.076,0.401,0.423,99,100
Sal Frelick,2023,2024,MIL,MIL,23,24,223,524,93,87,0.309,0.292,0.126,0.074,0.166,0.149,0.105,0.076,0.246,0.259,0.286,0.306,0.025,0.0069999999999999,0.236,0.1939999999999999,97,97
Sal Frelick,2024,2025,MIL,MIL,24,25,524,594,87,114,0.292,0.332,0.074,0.079,0.149,0.135,0.076,0.117,0.259,0.288,0.306,0.317,0.0069999999999999,0.03,0.1939999999999999,0.272,97,97
Salvador Perez,2020,2021,KCR,KCR,30,31,156,665,161,125,0.41,0.359,0.019,0.042,0.231,0.256,0.3,0.271,0.333,0.273,0.375,0.298,0.139,0.163,0.47,0.562,104,104
Salvador Perez,2021,2022,KCR,KCR,31,32,665,473,125,107,0.359,0.324,0.042,0.038,0.256,0.23,0.271,0.211,0.273,0.254,0.298,0.285,0.163,0.1119999999999999,0.562,0.49,104,104
Salvador Perez,2022,2023,KCR,KCR,32,33,473,580,107,87,0.324,0.302,0.038,0.033,0.23,0.233,0.211,0.167,0.254,0.255,0.285,0.294,0.1119999999999999,0.087,0.49,0.4379999999999999,104,104
Salvador Perez,2023,2024,KCR,KCR,33,34,580,652,87,117,0.302,0.335,0.033,0.067,0.233,0.198,0.167,0.185,0.255,0.271,0.294,0.302,0.087,0.122,0.4379999999999999,0.447,104,104
Salvador Perez,2024,2025,KCR,KCR,34,35,652,641,117,95,0.335,0.311,0.067,0.044,0.198,0.195,0.185,0.209,0.271,0.236,0.302,0.251,0.122,0.147,0.447,0.4639999999999999,104,104
Sam Haggerty,2022,2023,SEA,SEA,28,29,201,108,115,110,0.32,0.321,0.09,0.139,0.264,0.157,0.148,0.088,0.256,0.253,0.333,0.301,0.04,0.013,0.246,0.267,91,91
Sam Hilliard,2020,2021,COL,COL,26,27,114,238,72,83,0.301,0.318,0.079,0.0969999999999999,0.368,0.366,0.229,0.248,0.21,0.215,0.281,0.283,0.095,0.15,0.444,0.386,112,112
Sam Hilliard,2021,2022,COL,COL,27,28,238,200,83,46,0.318,0.251,0.0969999999999999,0.115,0.366,0.285,0.248,0.08,0.215,0.184,0.283,0.256,0.15,0.092,0.386,0.487,112,112
Santiago Espinal,2021,2022,TOR,TOR,26,27,246,491,115,100,0.344,0.305,0.089,0.073,0.122,0.138,0.095,0.102,0.311,0.267,0.353,0.3,0.016,0.034,0.228,0.317,100,100
Santiago Espinal,2022,2023,TOR,TOR,27,28,491,254,100,79,0.305,0.285,0.073,0.071,0.138,0.142,0.102,0.087,0.267,0.248,0.3,0.285,0.034,0.01,0.317,0.294,100,100
Santiago Espinal,2023,2024,TOR,CIN,28,29,254,391,79,76,0.285,0.285,0.071,0.061,0.142,0.138,0.087,0.109,0.248,0.246,0.285,0.265,0.01,0.019,0.294,0.241,100,105
Santiago Espinal,2024,2025,CIN,CIN,29,30,391,328,76,58,0.285,0.259,0.061,0.064,0.138,0.1159999999999999,0.109,0.04,0.246,0.243,0.265,0.275,0.019,0.0069999999999999,0.241,0.257,105,105
Sean Murphy,2020,2021,OAK,OAK,25,26,140,448,133,100,0.358,0.309,0.171,0.089,0.264,0.254,0.224,0.188,0.233,0.216,0.278,0.257,0.127,0.113,0.494,0.426,97,97
Sean Murphy,2021,2022,OAK,OAK,26,27,448,612,100,121,0.309,0.331,0.089,0.092,0.254,0.203,0.188,0.177,0.216,0.25,0.257,0.29,0.113,0.105,0.426,0.413,97,97
Sean Murphy,2022,2023,OAK,ATL,27,28,612,438,121,130,0.331,0.366,0.092,0.1119999999999999,0.203,0.2239999999999999,0.177,0.227,0.25,0.251,0.29,0.286,0.105,0.161,0.413,0.4579999999999999,97,100
Sean Murphy,2023,2024,ATL,ATL,28,29,438,264,130,78,0.366,0.281,0.1119999999999999,0.102,0.2239999999999999,0.254,0.227,0.159,0.251,0.193,0.286,0.223,0.161,0.096,0.4579999999999999,0.365,100,100
Sean Murphy,2024,2025,ATL,ATL,29,30,264,337,78,97,0.281,0.309,0.102,0.104,0.254,0.312,0.159,0.21,0.193,0.199,0.223,0.243,0.096,0.132,0.365,0.429,100,100
Seby Zavala,2021,2022,CHW,CHW,27,28,104,205,65,111,0.265,0.323,0.0579999999999999,0.093,0.3939999999999999,0.312,0.194,0.112,0.183,0.27,0.255,0.404,0.089,0.092,0.3389999999999999,0.37,99,99
Seby Zavala,2022,2023,CHW,MULTI,28,29,205,193,111,45,0.323,0.239,0.093,0.062,0.312,0.363,0.112,0.143,0.27,0.171,0.404,0.23,0.092,0.055,0.37,0.367,99,100
Seiya Suzuki,2022,2023,CHC,CHC,27,28,446,583,118,127,0.334,0.358,0.094,0.1009999999999999,0.247,0.223,0.171,0.2,0.262,0.285,0.326,0.341,0.11,0.105,0.41,0.48,97,97
Seiya Suzuki,2023,2024,CHC,CHC,28,29,583,585,127,137,0.358,0.365,0.1009999999999999,0.108,0.223,0.2739999999999999,0.2,0.199,0.285,0.283,0.341,0.37,0.105,0.115,0.48,0.492,97,97
Seiya Suzuki,2024,2025,CHC,CHC,29,30,585,651,137,123,0.365,0.343,0.108,0.109,0.2739999999999999,0.252,0.199,0.233,0.283,0.245,0.37,0.282,0.115,0.166,0.492,0.487,97,97
Sergio Alcantara,2021,2022,CHC,MULTI,24,25,255,224,73,70,0.279,0.269,0.118,0.054,0.29,0.254,0.123,0.137,0.205,0.22,0.28,0.267,0.034,0.019,0.336,0.325,97,100
Seth Brown,2021,2022,OAK,OAK,28,29,307,555,104,115,0.315,0.323,0.075,0.092,0.29,0.263,0.267,0.214,0.214,0.23,0.23,0.273,0.139,0.13,0.402,0.414,97,97
Seth Brown,2022,2023,OAK,OAK,29,30,555,378,115,91,0.323,0.298,0.092,0.079,0.263,0.267,0.214,0.184,0.23,0.222,0.273,0.27,0.13,0.122,0.414,0.465,97,97
Seth Brown,2023,2024,OAK,OAK,30,31,378,400,91,91,0.298,0.289,0.079,0.063,0.267,0.28,0.184,0.148,0.222,0.231,0.27,0.291,0.122,0.084,0.465,0.406,97,97
Shea Langeliers,2022,2023,OAK,OAK,24,25,153,490,95,86,0.296,0.29,0.059,0.069,0.346,0.292,0.211,0.208,0.218,0.205,0.294,0.246,0.099,0.133,0.385,0.445,97,97
Shea Langeliers,2023,2024,OAK,OAK,25,26,490,534,86,109,0.29,0.315,0.069,0.077,0.292,0.272,0.208,0.226,0.205,0.224,0.246,0.252,0.133,0.128,0.445,0.44,97,97
Shea Langeliers,2024,2025,OAK,ATH,26,27,534,523,109,132,0.315,0.364,0.077,0.069,0.272,0.1969999999999999,0.226,0.26,0.224,0.277,0.252,0.29,0.128,0.11,0.44,0.446,97,97
Shed Long Jr.,2020,2021,SEA,SEA,24,25,128,121,50,72,0.238,0.268,0.086,0.074,0.289,0.322,0.12,0.162,0.171,0.198,0.221,0.265,0.063,0.0409999999999999,0.325,0.356,91,91
Shogo Akiyama,2020,2021,CIN,CIN,32,33,183,183,81,44,0.304,0.243,0.1369999999999999,0.077,0.186,0.2189999999999999,0.052,0.049,0.245,0.204,0.314,0.268,0.008,0.008,0.262,0.312,105,105
Shohei Ohtani,2020,2021,LAA,LAA,25,26,175,639,80,150,0.29,0.393,0.126,0.15,0.286,0.296,0.176,0.335,0.19,0.257,0.229,0.303,0.107,0.223,0.427,0.534,100,100
Shohei Ohtani,2021,2022,LAA,LAA,26,27,639,666,150,142,0.393,0.37,0.15,0.108,0.296,0.242,0.335,0.246,0.257,0.273,0.303,0.32,0.223,0.168,0.534,0.498,100,100
Shohei Ohtani,2022,2023,LAA,LAA,27,28,666,599,142,180,0.37,0.433,0.108,0.152,0.242,0.239,0.246,0.35,0.273,0.304,0.32,0.342,0.168,0.193,0.498,0.5329999999999999,100,100
Shohei Ohtani,2023,2024,LAA,LAD,28,29,599,731,180,180,0.433,0.431,0.152,0.111,0.239,0.222,0.35,0.336,0.304,0.31,0.342,0.336,0.193,0.214,0.5329999999999999,0.598,100,100
Shohei Ohtani,2024,2025,LAD,LAD,29,30,731,727,180,172,0.431,0.418,0.111,0.15,0.222,0.257,0.336,0.34,0.31,0.282,0.336,0.315,0.214,0.2339999999999999,0.598,0.584,100,100
Spencer Horwitz,2024,2025,TOR,PIT,26,27,381,411,127,119,0.344,0.344,0.11,0.107,0.184,0.178,0.168,0.162,0.265,0.272,0.3,0.313,0.08,0.0819999999999999,0.366,0.36,100,101
Spencer Steer,2022,2023,CIN,CIN,24,25,108,665,77,118,0.287,0.355,0.102,0.102,0.241,0.209,0.116,0.192,0.211,0.271,0.269,0.318,0.0579999999999999,0.067,0.319,0.371,105,105
Spencer Steer,2023,2024,CIN,CIN,25,26,665,656,118,98,0.355,0.316,0.102,0.11,0.209,0.209,0.192,0.178,0.271,0.225,0.318,0.26,0.067,0.064,0.371,0.3989999999999999,105,105
Spencer Steer,2024,2025,CIN,CIN,26,27,656,568,98,97,0.316,0.316,0.11,0.09,0.209,0.2269999999999999,0.178,0.173,0.225,0.238,0.26,0.277,0.064,0.076,0.3989999999999999,0.332,105,105
Spencer Torkelson,2022,2023,DET,DET,22,23,404,684,76,106,0.272,0.326,0.092,0.098,0.245,0.25,0.117,0.213,0.203,0.233,0.255,0.269,0.084,0.141,0.418,0.507,98,98
Spencer Torkelson,2023,2024,DET,DET,23,24,684,381,106,91,0.326,0.295,0.098,0.087,0.25,0.276,0.213,0.155,0.233,0.219,0.269,0.285,0.141,0.067,0.507,0.3929999999999999,98,98
Spencer Torkelson,2024,2025,DET,DET,24,25,381,649,91,118,0.295,0.339,0.087,0.111,0.276,0.26,0.155,0.217,0.219,0.24,0.285,0.283,0.067,0.135,0.3929999999999999,0.451,98,98
Starling Marte,2020,2021,MULTI,MULTI,31,32,250,526,108,132,0.333,0.364,0.048,0.0819999999999999,0.1639999999999999,0.188,0.149,0.148,0.281,0.31,0.319,0.372,0.064,0.084,0.303,0.396,100,100
Starling Marte,2021,2022,MULTI,NYM,32,33,526,505,132,133,0.364,0.355,0.0819999999999999,0.051,0.188,0.192,0.148,0.176,0.31,0.292,0.372,0.34,0.084,0.068,0.396,0.3389999999999999,100,97
Starling Marte,2022,2023,NYM,NYM,33,34,505,341,133,75,0.355,0.278,0.051,0.047,0.192,0.2019999999999999,0.176,0.076,0.292,0.248,0.34,0.303,0.068,0.0559999999999999,0.3389999999999999,0.395,97,97
Starling Marte,2023,2024,NYM,NYM,34,35,341,370,75,103,0.278,0.313,0.047,0.073,0.2019999999999999,0.2189999999999999,0.076,0.119,0.248,0.269,0.303,0.333,0.0559999999999999,0.069,0.395,0.429,97,97
Starling Marte,2024,2025,NYM,NYM,35,36,370,329,103,112,0.313,0.326,0.073,0.067,0.2189999999999999,0.207,0.119,0.14,0.269,0.27,0.333,0.318,0.069,0.078,0.429,0.4039999999999999,97,97
Stephen Piscotty,2020,2021,OAK,OAK,29,30,171,188,75,79,0.273,0.279,0.053,0.069,0.31,0.255,0.132,0.133,0.226,0.22,0.304,0.275,0.065,0.088,0.3979999999999999,0.368,97,97
Stephen Piscotty,2021,2022,OAK,OAK,30,31,188,139,79,69,0.279,0.258,0.069,0.065,0.255,0.345,0.133,0.151,0.22,0.19,0.275,0.253,0.088,0.063,0.368,0.4629999999999999,97,97
Stephen Vogt,2021,2022,MULTI,OAK,36,37,238,191,66,62,0.27,0.249,0.109,0.089,0.235,0.241,0.138,0.161,0.195,0.161,0.23,0.168,0.051,0.079,0.359,0.278,100,97
Steven Kwan,2022,2023,CLE,CLE,24,25,638,718,125,99,0.341,0.313,0.0969999999999999,0.0969999999999999,0.094,0.104,0.101,0.102,0.298,0.268,0.323,0.294,0.0139999999999999,0.011,0.208,0.188,97,97
Steven Kwan,2023,2024,CLE,CLE,25,26,718,540,99,131,0.313,0.349,0.0969999999999999,0.098,0.104,0.094,0.102,0.133,0.268,0.292,0.294,0.304,0.011,0.026,0.188,0.237,97,97
Steven Kwan,2024,2025,CLE,CLE,26,27,540,693,131,99,0.349,0.31,0.098,0.079,0.094,0.087,0.133,0.102,0.292,0.272,0.304,0.283,0.026,0.019,0.237,0.193,97,97
Stuart Fairchild,2022,2023,MULTI,CIN,26,27,110,255,122,90,0.35,0.312,0.073,0.098,0.309,0.271,0.216,0.16,0.247,0.228,0.328,0.306,0.095,0.077,0.413,0.297,100,105
Stuart Fairchild,2023,2024,CIN,CIN,27,28,255,233,90,79,0.312,0.288,0.098,0.073,0.271,0.258,0.16,0.153,0.228,0.215,0.306,0.261,0.077,0.079,0.297,0.368,105,105
TJ Friedl,2022,2023,CIN,CIN,26,27,258,556,102,117,0.323,0.353,0.078,0.085,0.155,0.162,0.196,0.189,0.24,0.279,0.251,0.308,0.047,0.032,0.298,0.276,105,105
TJ Friedl,2023,2024,CIN,CIN,27,28,556,341,117,90,0.353,0.305,0.085,0.076,0.162,0.152,0.189,0.155,0.279,0.226,0.308,0.229,0.032,0.032,0.276,0.315,105,105
TJ Friedl,2024,2025,CIN,CIN,28,29,341,685,90,109,0.305,0.333,0.076,0.118,0.152,0.168,0.155,0.117,0.226,0.261,0.229,0.301,0.032,0.027,0.315,0.321,105,105
Taylor Trammell,2021,2022,SEA,SEA,23,24,178,117,73,101,0.27,0.3,0.096,0.111,0.421,0.282,0.199,0.206,0.16,0.196,0.233,0.242,0.072,0.099,0.373,0.282,91,91
Taylor Walls,2021,2022,TBR,TBR,24,25,176,466,79,65,0.279,0.252,0.131,0.1119999999999999,0.278,0.258,0.086,0.113,0.211,0.172,0.304,0.221,0.0289999999999999,0.062,0.337,0.284,96,96
Taylor Walls,2022,2023,TBR,TBR,25,26,466,349,65,84,0.252,0.287,0.1119999999999999,0.126,0.258,0.264,0.113,0.132,0.172,0.201,0.221,0.261,0.062,0.033,0.284,0.288,96,96
Taylor Walls,2023,2024,TBR,TBR,26,27,349,252,84,60,0.287,0.245,0.126,0.123,0.264,0.266,0.132,0.064,0.201,0.183,0.261,0.255,0.033,0.032,0.288,0.24,96,96
Taylor Walls,2024,2025,TBR,TBR,27,28,252,317,60,66,0.245,0.265,0.123,0.0819999999999999,0.266,0.221,0.064,0.099,0.183,0.22,0.255,0.271,0.032,0.032,0.24,0.262,96,96
Taylor Ward,2020,2021,LAA,LAA,26,27,102,237,96,110,0.314,0.333,0.078,0.084,0.275,0.2319999999999999,0.106,0.188,0.277,0.25,0.394,0.301,0.045,0.103,0.47,0.397,100,100
Taylor Ward,2021,2022,LAA,LAA,27,28,237,564,110,136,0.333,0.362,0.084,0.106,0.2319999999999999,0.213,0.188,0.192,0.25,0.281,0.301,0.325,0.103,0.124,0.397,0.429,100,100
Taylor Ward,2022,2023,LAA,LAA,28,29,564,409,136,108,0.362,0.329,0.106,0.095,0.213,0.196,0.192,0.169,0.281,0.253,0.325,0.284,0.124,0.0819999999999999,0.429,0.436,100,100
Taylor Ward,2023,2024,LAA,LAA,29,30,409,663,108,112,0.329,0.325,0.095,0.095,0.196,0.246,0.169,0.179,0.253,0.246,0.284,0.294,0.0819999999999999,0.13,0.436,0.423,100,100
Taylor Ward,2024,2025,LAA,LAA,30,31,663,663,112,117,0.325,0.339,0.095,0.113,0.246,0.264,0.179,0.247,0.246,0.228,0.294,0.257,0.13,0.1369999999999999,0.423,0.427,100,100
Teoscar Hernandez,2020,2021,TOR,TOR,27,28,207,595,142,132,0.384,0.369,0.068,0.061,0.304,0.249,0.289,0.227,0.289,0.296,0.348,0.352,0.178,0.139,0.527,0.49,100,100
Teoscar Hernandez,2021,2022,TOR,TOR,28,29,595,535,132,130,0.369,0.348,0.061,0.064,0.249,0.284,0.227,0.224,0.296,0.267,0.352,0.335,0.139,0.15,0.49,0.5329999999999999,100,100
Teoscar Hernandez,2022,2023,TOR,SEA,29,30,535,678,130,107,0.348,0.317,0.064,0.0559999999999999,0.284,0.311,0.224,0.178,0.267,0.258,0.335,0.342,0.15,0.138,0.5329999999999999,0.494,100,91
Teoscar Hernandez,2023,2024,SEA,LAD,30,31,678,652,107,132,0.317,0.36,0.0559999999999999,0.081,0.311,0.288,0.178,0.229,0.258,0.272,0.342,0.344,0.138,0.149,0.494,0.467,91,100
Teoscar Hernandez,2024,2025,LAD,LAD,31,32,652,546,132,102,0.36,0.315,0.081,0.048,0.288,0.245,0.229,0.207,0.272,0.247,0.344,0.283,0.149,0.115,0.467,0.46,100,100
Thairo Estrada,2021,2022,SFG,SFG,25,26,132,541,119,106,0.346,0.317,0.068,0.061,0.174,0.165,0.207,0.139,0.273,0.26,0.286,0.29,0.071,0.044,0.347,0.311,97,97
Thairo Estrada,2022,2023,SFG,SFG,26,27,541,530,106,100,0.317,0.316,0.061,0.042,0.165,0.226,0.139,0.145,0.26,0.271,0.29,0.331,0.044,0.048,0.311,0.337,97,97
Thairo Estrada,2023,2024,SFG,SFG,27,28,530,381,100,64,0.316,0.256,0.042,0.026,0.226,0.1989999999999999,0.145,0.126,0.271,0.217,0.331,0.249,0.048,0.048,0.337,0.317,97,97
Thairo Estrada,2024,2025,SFG,COL,28,29,381,165,64,66,0.256,0.284,0.026,0.036,0.1989999999999999,0.158,0.126,0.117,0.217,0.253,0.249,0.281,0.048,0.031,0.317,0.305,97,112
Tim Anderson,2020,2021,CHW,CHW,27,28,221,551,140,118,0.376,0.345,0.045,0.04,0.226,0.216,0.207,0.159,0.322,0.309,0.383,0.372,0.1009999999999999,0.078,0.358,0.418,99,99
Tim Anderson,2021,2022,CHW,CHW,28,29,551,351,118,110,0.345,0.323,0.04,0.04,0.216,0.157,0.159,0.093,0.309,0.301,0.372,0.347,0.078,0.0579999999999999,0.418,0.412,99,99
Tim Anderson,2022,2023,CHW,CHW,29,30,351,524,110,61,0.323,0.26,0.04,0.05,0.157,0.233,0.093,0.051,0.301,0.245,0.347,0.323,0.0579999999999999,0.0289999999999999,0.412,0.3939999999999999,99,99
Tim Anderson,2023,2024,CHW,MIA,30,31,524,241,61,28,0.26,0.208,0.05,0.0289999999999999,0.233,0.282,0.051,0.013,0.245,0.214,0.323,0.301,0.0289999999999999,0.018,0.3939999999999999,0.301,99,101
Tomas Nido,2021,2022,NYM,NYM,27,28,161,313,61,72,0.254,0.265,0.031,0.045,0.273,0.243,0.105,0.085,0.222,0.239,0.292,0.314,0.064,0.063,0.431,0.3329999999999999,97,97
Tommy Edman,2020,2021,STL,STL,25,26,227,691,90,89,0.302,0.301,0.07,0.055,0.211,0.1369999999999999,0.118,0.125,0.25,0.262,0.301,0.291,0.038,0.042,0.335,0.351,100,100
Tommy Edman,2021,2022,STL,STL,26,27,691,630,89,106,0.301,0.318,0.055,0.073,0.1369999999999999,0.176,0.125,0.135,0.262,0.265,0.291,0.308,0.042,0.062,0.351,0.3779999999999999,100,100
Tommy Edman,2022,2023,STL,STL,27,28,630,528,106,92,0.318,0.306,0.073,0.066,0.176,0.159,0.135,0.15,0.265,0.248,0.308,0.275,0.062,0.05,0.3779999999999999,0.3879999999999999,100,100
